Time            	H2O             	CO              	OH              	H2              	COCO*           	H*              	CHO*            	H2O*            	CO*             	*               
3.3884415614e-05	-2.2240746857e-01	2.1596121788e-01	2.2275146581e-01	2.5337578657e-05	-3.1968411776e-06	2.1666063200e-01	6.0401586440e-03	-3.4399723146e-04	-2.2199498284e-01	-3.5541689217e-04
3.4673685045e-05	-2.2268182357e-01	2.1595761180e-01	2.2274826349e-01	2.5927644680e-05	-3.1967777119e-06	2.1666000385e-01	6.0364043448e-03	-6.6439918874e-05	-2.2198762259e-01	-6.3595213323e-04
3.5481338923e-05	-2.2240488351e-01	2.1595993638e-01	2.2274498899e-01	2.6531453335e-05	-3.1967127825e-06	2.1665936107e-01	6.0325650116e-03	-3.4010547481e-04	-2.2198610797e-01	-3.5931921462e-04
3.6307805477e-05	-2.2267051131e-01	2.1595641971e-01	2.2274164074e-01	2.7149324645e-05	-3.1966463894e-06	2.1665870332e-01	6.0286387761e-03	-7.1129437718e-05	-2.2197866519e-01	-6.3115417458e-04
3.7153522910e-05	-2.2240486809e-01	2.1595853567e-01	2.2273821715e-01	2.7781586086e-05	-3.1965784899e-06	2.1665803025e-01	6.0246237314e-03	-3.3334906680e-04	-2.2197676625e-01	-3.6614551123e-04
3.8018939632e-05	-2.2265699399e-01	2.1595510840e-01	2.2273471658e-01	2.8428572754e-05	-3.1965090415e-06	2.1665734151e-01	6.0205179316e-03	-7.7722592418e-05	-2.2196923332e-01	-6.2451050844e-04
3.8904514499e-05	-2.2240359483e-01	2.1595713496e-01	2.2273113737e-01	2.9090627549e-05	-3.1964380298e-06	2.1665663672e-01	6.0163193913e-03	-3.2754253401e-04	-2.2196706148e-01	-3.7195922482e-04
3.9810717055e-05	-2.2264507330e-01	2.1595379710e-01	2.2272747781e-01	2.9768101351e-05	-3.1963653981e-06	2.1665591552e-01	6.0120260845e-03	-8.2404511060e-05	-2.2195943046e-01	-6.1971391044e-04
4.0738027780e-05	-2.2240295783e-01	2.1595561504e-01	2.2272373618e-01	3.0461353211e-05	-3.1962911322e-06	2.1665517753e-01	6.0076359446e-03	-3.2077834910e-04	-2.2195685841e-01	-3.7878413782e-04
4.1686938347e-05	-2.2263092101e-01	2.1595236659e-01	2.2271991071e-01	3.1170750536e-05	-3.1962151610e-06	2.1665442235e-01	6.0031468628e-03	-8.8989708056e-05	-2.2194912102e-01	-6.1306605252e-04
4.2657951880e-05	-2.2240008226e-01	2.1595403552e-01	2.2271599961e-01	3.1896669288e-05	-3.1961374845e-06	2.1665364958e-01	5.9985566884e-03	-3.1591734793e-04	-2.2194619993e-01	-3.8369671641e-04
4.3651583224e-05	-2.2261929142e-01	2.1595087647e-01	2.2271200104e-01	3.2639494180e-05	-3.1960580458e-06	2.1665285882e-01	5.9938632274e-03	-9.2709620393e-05	-2.2193834759e-01	-6.0927272773e-04
4.4668359215e-05	-2.2239781481e-01	2.1595245600e-01	2.2270791312e-01	3.3399618879e-05	-3.1959768307e-06	2.1665204964e-01	5.9890642421e-03	-3.1009831166e-04	-2.2193512829e-01	-3.8949533580e-04
4.5708818961e-05	-2.2260444787e-01	2.1594935656e-01	2.2270373397e-01	3.4177446218e-05	-3.1958937541e-06	2.1665122162e-01	5.9841574506e-03	-9.9286093549e-05	-2.2192712222e-01	-6.0257897392e-04
4.6773514129e-05	-2.2239423324e-01	2.1595075727e-01	2.2269946162e-01	3.4973388406e-05	-3.1958088158e-06	2.1665037432e-01	5.9791405257e-03	-3.0522838388e-04	-2.2192350617e-01	-3.9438867023e-04
4.7863009232e-05	-2.2259305091e-01	2.1594768763e-01	2.2269509411e-01	3.5787867247e-05	-3.1957219448e-06	2.1664950728e-01	5.9740110944e-03	-1.0204319748e-04	-2.2191530728e-01	-5.9977645999e-04
4.8977881937e-05	-2.2239027575e-01	2.1594899893e-01	2.2269062942e-01	3.6621314362e-05	-3.1956331412e-06	2.1664862006e-01	5.9687667374e-03	-3.0035367556e-04	-2.2191137440e-01	-3.9926745288e-04
5.0118723363e-05	-2.2258031642e-01	2.1594598889e-01	2.2268606550e-01	3.7474171422e-05	-3.1955423339e-06	2.1664771217e-01	5.9634049882e-03	-1.0574908411e-04	-2.2190300280e-01	-5.9597419093e-04
5.1286138399e-05	-2.2238401894e-01	2.1594712138e-01	2.2268140025e-01	3.8346890375e-05	-3.1954494659e-06	2.1664678314e-01	5.9579233324e-03	-2.9738131059e-04	-2.2189865382e-01	-4.0228044613e-04
5.2480746025e-05	-2.2256527435e-01	2.1594420075e-01	2.2267663155e-01	3.9239933689e-05	-3.1953545090e-06	2.1664583247e-01	5.9523192072e-03	-1.1135719778e-04	-2.2189012925e-01	-5.9027452211e-04
5.3703179637e-05	-2.2237926086e-01	2.1594515443e-01	2.2267175722e-01	4.0153774598e-05	-3.1952574204e-06	2.1664485967e-01	5.9465900005e-03	-2.9249635639e-04	-2.2188535391e-01	-4.0720888676e-04
5.4954087386e-05	-2.2255076879e-01	2.1594238281e-01	2.2266677506e-01	4.1088897348e-05	-3.1951581860e-06	2.1664386422e-01	5.9407330504e-03	-1.1600627478e-04	-2.2187672555e-01	-5.8547512853e-04
5.6234132519e-05	-2.2237121588e-01	2.1594315767e-01	2.2266168282e-01	4.2045797456e-05	-3.1950567205e-06	2.1664284558e-01	5.9347456443e-03	-2.9046693820e-04	-2.2187151320e-01	-4.0922096814e-04
5.7543993734e-05	-2.2253773582e-01	2.1594041586e-01	2.2265647820e-01	4.3024981975e-05	-3.1949529387e-06	2.1664180322e-01	5.9286250188e-03	-1.1874238874e-04	-2.2186265097e-01	-5.8264497423e-04
5.8884365536e-05	-2.2236558814e-01	2.1594107151e-01	2.2265115889e-01	4.4026969753e-05	-3.1948468546e-06	2.1664073659e-01	5.9223683583e-03	-2.8557075224e-04	-2.2185705017e-01	-4.1409432999e-04
6.0255958607e-05	-2.2252234253e-01	2.1593835950e-01	2.2264572250e-01	4.5052291718e-05	-3.1947383974e-06	2.1663964513e-01	5.9159727947e-03	-1.2337997307e-04	-2.2184794282e-01	-5.7790565315e-04
6.1659500186e-05	-2.2235854441e-01	2.1593886614e-01	2.2264016663e-01	4.6101491152e-05	-3.1946275385e-06	2.1663852824e-01	5.9094354070e-03	-2.8162222580e-04	-2.2184191229e-01	-4.1803987771e-04
6.3095734448e-05	-2.2250743109e-01	2.1593618393e-01	2.2263448882e-01	4.7175123981e-05	-3.1945141501e-06	2.1663738535e-01	5.9027532202e-03	-1.2705772859e-04	-2.2183254812e-01	-5.7414369316e-04
6.4565422903e-05	-2.2235101917e-01	2.1593657136e-01	2.2262868657e-01	4.8273759067e-05	-3.1943983032e-06	2.1663621585e-01	5.8959232050e-03	-2.7766740193e-04	-2.2182610577e-01	-4.2197708589e-04
6.6069344801e-05	-2.2249393565e-01	2.1593385935e-01	2.2262275735e-01	4.9397978513e-05	-3.1942798415e-06	2.1663501911e-01	5.8889422771e-03	-1.2882169181e-04	-2.2181641307e-01	-5.7233807114e-04
6.7608297539e-05	-2.2234203890e-01	2.1593415737e-01	2.2261669856e-01	5.0548377964e-05	-3.1941587224e-06	2.1663379451e-01	5.8818072965e-03	-2.7465965909e-04	-2.2180957635e-01	-4.2497747805e-04
6.9183097092e-05	-2.2247706766e-01	2.1593147516e-01	2.2261050759e-01	5.1725566929e-05	-3.1940349601e-06	2.1663254139e-01	5.8745150673e-03	-1.3343993159e-04	-2.2179960216e-01	-5.6762629693e-04
7.0794578438e-05	-2.2233349043e-01	2.1593159437e-01	2.2260418177e-01	5.2930169097e-05	-3.1939083698e-06	2.1663125909e-01	5.8670623367e-03	-2.7069133890e-04	-2.2179226889e-01	-4.2897338391e-04
7.2443596007e-05	-2.2246062095e-01	2.1592897177e-01	2.2259771838e-01	5.4162822674e-05	-3.1937790652e-06	2.1662994694e-01	5.8594457946e-03	-1.3709743378e-04	-2.2178203000e-01	-5.6387773900e-04
7.4131024130e-05	-2.2232249153e-01	2.1592903137e-01	2.2259111467e-01	5.5424180712e-05	-3.1936468332e-06	2.1662860423e-01	5.8516620733e-03	-2.6862314010e-04	-2.2177430615e-01	-4.3094972066e-04
7.5857757503e-05	-2.2244552764e-01	2.1592634916e-01	2.2258436783e-01	5.6714911459e-05	-3.1935117164e-06	2.1662723026e-01	5.8437077466e-03	-1.3884019231e-04	-2.2176366989e-01	-5.6204090595e-04
7.7624711663e-05	-2.2231188132e-01	2.1592622995e-01	2.2257747503e-01	5.8035698713e-05	-3.1933735727e-06	2.1662582430e-01	5.8355793297e-03	-2.6559370032e-04	-2.2175542254e-01	-4.3400064391e-04
7.9432823472e-05	-2.2242795080e-01	2.1592360735e-01	2.2257043336e-01	5.9387242180e-05	-3.1932324447e-06	2.1662438560e-01	5.8272732786e-03	-1.4248255720e-04	-2.2174449416e-01	-5.5829569163e-04
8.1283051616e-05	-2.2229972989e-01	2.1592339873e-01	2.2256323991e-01	6.0770257847e-05	-3.1930881192e-06	2.1662291340e-01	5.8187859897e-03	-2.6351001291e-04	-2.2173579855e-01	-4.3600465403e-04
8.3176377110e-05	-2.2241168221e-01	2.1592071652e-01	2.2255589168e-01	6.2185478357e-05	-3.1929406532e-06	2.1662140692e-01	5.8101137993e-03	-1.4420946768e-04	-2.2172444444e-01	-5.5648093209e-04
8.5113803820e-05	-2.2228887498e-01	2.1592038870e-01	2.2254838566e-01	6.3633653398e-05	-3.1927899329e-06	2.1661986537e-01	5.8012529836e-03	-2.5951068299e-04	-2.2171525610e-01	-4.3996599031e-04
8.7096358996e-05	-2.2239288355e-01	2.1591767669e-01	2.2254071879e-01	6.5115550102e-05	-3.1926359441e-06	2.1661828793e-01	5.7921997579e-03	-1.4783524048e-04	-2.2170349117e-01	-5.5277599996e-04
8.9125093813e-05	-2.2227643160e-01	2.1591717005e-01	2.2253288794e-01	6.6631953442e-05	-3.1924785304e-06	2.1661667376e-01	5.7829502765e-03	-2.5645634420e-04	-2.2169373537e-01	-4.4304736403e-04
9.1201083936e-05	-2.2237439151e-01	2.1591454744e-01	2.2252488997e-01	6.8183666656e-05	-3.1923177204e-06	2.1661502200e-01	5.7735006329e-03	-1.5049845435e-04	-2.2168166344e-01	-5.4997610431e-04
9.3325430080e-05	-2.2226046774e-01	2.1591392159e-01	2.2251672167e-01	6.9771511665e-05	-3.1921533434e-06	2.1661333179e-01	5.7638468588e-03	-2.5625393767e-04	-2.2167138415e-01	-4.4315625895e-04
9.5499258602e-05	-2.2235713479e-01	2.1591120958e-01	2.2250837981e-01	7.1396329510e-05	-3.1919854138e-06	2.1661160223e-01	5.7539849246e-03	-1.5124501805e-04	-2.2165881054e-01	-5.4914762725e-04
9.7723722096e-05	-2.2223905071e-01	2.1591052413e-01	2.2249986110e-01	7.3058980794e-05	-3.1918138177e-06	2.1660983240e-01	5.7439107389e-03	-2.6081038545e-04	-2.2164805124e-01	-4.3849788299e-04
1.0000000000e-04	-2.2234394873e-01	2.1590769291e-01	2.2249116220e-01	7.4760346139e-05	-3.1916384557e-06	2.1660802136e-01	5.7336201488e-03	-1.4721347220e-04	-2.2163492978e-01	-5.5311498193e-04
1.0232929923e-04	-2.2222359861e-01	2.1590685844e-01	2.2248227976e-01	7.6501326648e-05	-3.1914593279e-06	2.1660616816e-01	5.7231089395e-03	-2.5868114926e-04	-2.2162358447e-01	-4.4062857142e-04
1.0471285481e-04	-2.2232431657e-01	2.1590402722e-01	2.2247321035e-01	7.8282844383e-05	-3.1912762779e-06	2.1660427182e-01	5.7123728349e-03	-1.4889377748e-04	-2.2161001751e-01	-5.5135082070e-04
1.0715193052e-04	-2.2220740903e-01	2.1590310335e-01	2.2246395051e-01	8.0105842850e-05	-3.1910892773e-06	2.1660233133e-01	5.7014074969e-03	-2.5654148196e-04	-2.2159812867e-01	-4.4268649647e-04
1.0964781961e-04	-2.2230297968e-01	2.1590021253e-01	2.2245449676e-01	8.1971287501e-05	-3.1908982265e-06	2.1660034566e-01	5.6902085266e-03	-1.5151708417e-04	-2.2158403926e-01	-5.4861605190e-04
1.1220184543e-04	-2.2219140834e-01	2.1589913964e-01	2.2244484556e-01	8.3880166235e-05	-3.1907030973e-06	2.1659831377e-01	5.6787714638e-03	-2.5343722006e-04	-2.2157152970e-01	-4.4573690492e-04
1.1481536215e-04	-2.2228181779e-01	2.1589621902e-01	2.2243499334e-01	8.5833489931e-05	-3.1905037332e-06	2.1659623457e-01	5.6670917874e-03	-1.5317554317e-04	-2.2155692980e-01	-5.4684001204e-04
1.1748975549e-04	-2.2217175392e-01	2.1589502692e-01	2.2242493647e-01	8.7832292969e-05	-3.1903000774e-06	2.1659410697e-01	5.6551649163e-03	-2.5318254881e-04	-2.2154381124e-01	-4.4589749867e-04
1.2022644346e-04	-2.2225984901e-01	2.1589201689e-01	2.2241467132e-01	8.9877633785e-05	-3.1900920732e-06	2.1659192984e-01	5.6429862095e-03	-1.5482230498e-04	-2.2152862291e-01	-5.4509064701e-04
1.2302687708e-04	-2.2215509297e-01	2.1589064598e-01	2.2240419419e-01	9.1970595426e-05	-3.1898795640e-06	2.1658970203e-01	5.6305509665e-03	-2.4910121211e-04	-2.2151481719e-01	-4.4995483487e-04
1.2589254118e-04	-2.2223704453e-01	2.1588763595e-01	2.2239350136e-01	9.4112286122e-05	-3.1896625643e-06	2.1658742236e-01	5.6178544284e-03	-1.5645682136e-04	-2.2149911105e-01	-5.4332958743e-04
1.2882495517e-04	-2.2213376703e-01	2.1588614583e-01	2.2238258907e-01	9.6303839866e-05	-3.1894409034e-06	2.1658508961e-01	5.6048917785e-03	-2.4882204359e-04	-2.2148465873e-01	-4.5012174111e-04
1.3182567386e-04	-2.2221337503e-01	2.1588301659e-01	2.2237145355e-01	9.8546417020e-05	-3.1892145529e-06	2.1658270257e-01	5.5916581430e-03	-1.5807851847e-04	-2.2146829630e-01	-5.4160746787e-04
1.3489628826e-04	-2.2211346856e-01	2.1588140726e-01	2.2236009097e-01	1.0084120492e-04	-3.1889833565e-06	2.1658025997e-01	5.5781485921e-03	-2.4662241031e-04	-2.2145317789e-01	-4.5223029395e-04
1.3803842646e-04	-2.2218881068e-01	2.1587818861e-01	2.2234849748e-01	1.0318941850e-04	-3.1887473000e-06	2.1657776050e-01	5.5643581410e-03	-1.5968679575e-04	-2.2143616926e-01	-5.3988509398e-04
1.4125375446e-04	-2.2209035281e-01	2.1587646008e-01	2.2233666921e-01	1.0559230096e-04	-3.1885062413e-06	2.1657520285e-01	5.5502817512e-03	-2.4631639514e-04	-2.2142036481e-01	-4.5242638343e-04
1.4454397707e-04	-2.2216332123e-01	2.1587312222e-01	2.2232460225e-01	1.0805112435e-04	-3.1882601093e-06	2.1657258567e-01	5.5359143316e-03	-1.6128102465e-04	-2.2140266003e-01	-5.3818243430e-04
1.4791083882e-04	-2.2206725036e-01	2.1587121487e-01	2.2231229270e-01	1.1056719035e-04	-3.1880087761e-06	2.1656990758e-01	5.5212507403e-03	-2.4504233210e-04	-2.2138608959e-01	-4.5365037710e-04
1.5135612484e-04	-2.2213687604e-01	2.1586787701e-01	2.2229973659e-01	1.1314183084e-04	-3.1877521849e-06	2.1656716714e-01	5.5062857855e-03	-1.6286054736e-04	-2.2136778729e-01	-5.3642958792e-04
1.5488166189e-04	-2.2204508409e-01	2.1586582065e-01	2.2228692997e-01	1.1577640868e-04	-3.1874901794e-06	2.1656436292e-01	5.4910142281e-03	-2.4184587393e-04	-2.2135045989e-01	-4.5669640206e-04
1.5848931925e-04	-2.2211039785e-01	2.1586230397e-01	2.2227386885e-01	1.1847231842e-04	-3.1872227311e-06	2.1656149343e-01	5.4754307826e-03	-1.6347100111e-04	-2.2133136031e-01	-5.3571846032e-04
1.6218100974e-04	-2.2201905456e-01	2.1586006880e-01	2.2226054925e-01	1.2123098697e-04	-3.1869497121e-06	2.1655855716e-01	5.4595301198e-03	-2.4149468792e-04	-2.2131322502e-01	-4.5699367199e-04
1.6595869074e-04	-2.2208290182e-01	2.1585646272e-01	2.2224696716e-01	1.2405387446e-04	-3.1866710515e-06	2.1655555254e-01	5.4433068684e-03	-1.6406533974e-04	-2.2129339624e-01	-5.3502448515e-04
1.6982436525e-04	-2.2199389890e-01	2.1585407853e-01	2.2223311856e-01	1.2694247489e-04	-3.1863865502e-06	2.1655247800e-01	5.4267556180e-03	-2.3921966545e-04	-2.2127446138e-01	-4.5917979951e-04
1.7378008287e-04	-2.2204005153e-01	2.1585038304e-01	2.2221899945e-01	1.2989831702e-04	-3.1860962366e-06	2.1654933189e-01	5.4098709207e-03	-1.7894792400e-04	-2.2125388177e-01	-5.2000092729e-04
1.7782794100e-04	-2.2198007618e-01	2.1584787965e-01	2.2220460580e-01	1.3292296510e-04	-3.1857999119e-06	2.1654611257e-01	5.3926472945e-03	-2.2452961772e-04	-2.2123415534e-01	-4.7370330710e-04
1.8197008586e-04	-2.2200756484e-01	2.1584403515e-01	2.2218993359e-01	1.3601801974e-04	-3.1854975191e-06	2.1654281833e-01	5.3750792256e-03	-1.8236875833e-04	-2.2121274338e-01	-5.1641442198e-04
1.8620871367e-04	-2.2195180589e-01	2.1584135294e-01	2.2217497883e-01	1.3918511871e-04	-3.1851889020e-06	2.1653944742e-01	5.3571611718e-03	-2.2317294411e-04	-2.2119214373e-01	-4.7492153641e-04
1.9054607180e-04	-2.2197682742e-01	2.1583738923e-01	2.2215973751e-01	1.4242593786e-04	-3.1848740321e-06	2.1653599806e-01	5.3388875656e-03	-1.8291008586e-04	-2.2116990705e-01	-5.1569874742e-04
1.9498445998e-04	-2.2192145460e-01	2.1583446860e-01	2.2214420564e-01	1.4574219195e-04	-3.1845526962e-06	2.1653246844e-01	5.3202528174e-03	-2.2275103385e-04	-2.2114835232e-01	-4.7524879964e-04
1.9952623150e-04	-2.2194494720e-01	2.1583035588e-01	2.2212837926e-01	1.4913563556e-04	-3.1842248660e-06	2.1652885667e-01	5.3012513195e-03	-1.8343206551e-04	-2.2112523875e-01	-5.1506872350e-04
2.0417379447e-04	-2.2189089878e-01	2.1582728624e-01	2.2211225444e-01	1.5260806402e-04	-3.1838904277e-06	2.1652516086e-01	5.2818774497e-03	-2.2135565444e-04	-2.2110279591e-01	-4.7651896158e-04
2.0892961309e-04	-2.2191093978e-01	2.1582308412e-01	2.2209582725e-01	1.5616131438e-04	-3.1835492678e-06	2.1652137905e-01	5.2621255754e-03	-1.8488746743e-04	-2.2107884259e-01	-5.1340746270e-04
2.1379620895e-04	-2.2185820059e-01	2.1581977606e-01	2.2207909382e-01	1.5979726633e-04	-3.1832012013e-06	2.1651750923e-01	5.2419900581e-03	-2.2089322962e-04	-2.2105539971e-01	-4.7683994451e-04
2.1877616239e-04	-2.2187668232e-01	2.1581542492e-01	2.2206205032e-01	1.6351784321e-04	-3.1828462284e-06	2.1651354937e-01	5.2214652577e-03	-1.8536799689e-04	-2.2103052448e-01	-5.1275645641e-04
2.2387211386e-04	-2.2182523749e-01	2.1581190825e-01	2.2204469294e-01	1.6732501301e-04	-3.1824841500e-06	2.1650949737e-01	5.2005455375e-03	-2.1945544296e-04	-2.2100608881e-01	-4.7813368526e-04
2.2908676528e-04	-2.2184023793e-01	2.1580737829e-01	2.2202701794e-01	1.7122078943e-04	-3.1821149236e-06	2.1650535109e-01	5.1792252693e-03	-1.8678001256e-04	-2.2098023933e-01	-5.1119278860e-04
2.3442288153e-04	-2.2179102669e-01	2.1580368280e-01	2.2200902165e-01	1.7520723291e-04	-3.1817383785e-06	2.1650110834e-01	5.1574988385e-03	-2.1799495612e-04	-2.2095481817e-01	-4.7943058066e-04
2.3988329190e-04	-2.2180443897e-01	2.1579891443e-01	2.2199070043e-01	1.7928645172e-04	-3.1813544297e-06	2.1649676687e-01	5.1353606498e-03	-1.8626145562e-04	-2.2092791237e-01	-5.1159098587e-04
2.4547089157e-04	-2.2175458635e-01	2.1579504013e-01	2.2197205074e-01	1.8346060306e-04	-3.1809629064e-06	2.1649232440e-01	5.1128051334e-03	-2.1746438384e-04	-2.2090148334e-01	-4.7981988400e-04
2.5118864315e-04	-2.2176448949e-01	2.1579012275e-01	2.2195306911e-01	1.8773189420e-04	-3.1805638088e-06	2.1648777857e-01	5.0898267507e-03	-1.8857961382e-04	-2.2087358837e-01	-5.0907620555e-04
2.5703957828e-04	-2.2171779688e-01	2.1578603983e-01	2.2193375215e-01	1.9210258365e-04	-3.1801568809e-06	2.1648312698e-01	5.0664200010e-03	-2.1595526884e-04	-2.2084609952e-01	-4.8113187909e-04
2.6302679919e-04	-2.2172513158e-01	2.1578094363e-01	2.2191409657e-01	1.9657498232e-04	-3.1797421229e-06	2.1647836717e-01	5.0425794285e-03	-1.8896498158e-04	-2.2081716358e-01	-5.0845855841e-04
2.6915348039e-04	-2.2167872538e-01	2.1577656269e-01	2.2189409918e-01	2.0115145474e-04	-3.1793193358e-06	2.1647349664e-01	5.0182996290e-03	-2.1537379981e-04	-2.2078850368e-01	-4.8156014652e-04
2.7542287033e-04	-2.2168347950e-01	2.1577122808e-01	2.2187375690e-01	2.0583442031e-04	-3.1788885053e-06	2.1646851280e-01	4.9935752576e-03	-1.9027739533e-04	-2.2075844556e-01	-5.0700732889e-04
2.8183829313e-04	-2.2163830168e-01	2.1576666832e-01	2.2185306677e-01	2.1062635454e-04	-3.1784494041e-06	2.1646341303e-01	4.9684010364e-03	-2.1476508878e-04	-2.2072871246e-01	-4.8197961775e-04
2.8840315031e-04	-2.2164141770e-01	2.1576109529e-01	2.2183202597e-01	2.1552979040e-04	-3.1780019896e-06	2.1645819462e-01	4.9427717625e-03	-1.9060826509e-04	-2.2069751104e-01	-5.0649107409e-04
2.9512092267e-04	-2.2159650393e-01	2.1575629711e-01	2.2181063179e-01	2.2054731957e-04	-3.1775460911e-06	2.1645285484e-01	4.9166823164e-03	-2.1412786605e-04	-2.2066662434e-01	-4.8242986091e-04
3.0199517204e-04	-2.2159797174e-01	2.1575054526e-01	2.2178888171e-01	2.2568159388e-04	-3.1770816804e-06	2.1644739085e-01	4.8901276712e-03	-1.9090996643e-04	-2.2063431877e-01	-5.0593561841e-04
3.0902954325e-04	-2.2155331252e-01	2.1574541926e-01	2.2176677332e-01	2.3093532664e-04	-3.1766085016e-06	2.1644179977e-01	4.8631029010e-03	-2.1346080318e-04	-2.2060216895e-01	-4.8291970152e-04
3.1622776602e-04	-2.2155407696e-01	2.1573948860e-01	2.2174430443e-01	2.3631129406e-04	-3.1761265831e-06	2.1643607865e-01	4.8356031910e-03	-1.9022746627e-04	-2.2056873954e-01	-5.0636257984e-04
3.2359365693e-04	-2.2150775680e-01	2.1573400497e-01	2.2172147299e-01	2.4181233674e-04	-3.1756357259e-06	2.1643022447e-01	4.8076238471e-03	-2.1371618473e-04	-2.2053527755e-01	-4.8250330657e-04
3.3113112148e-04	-2.2150781047e-01	2.1572786570e-01	2.2169827716e-01	2.4744136114e-04	-3.1751358875e-06	2.1642423413e-01	4.7791603062e-03	-1.9046669178e-04	-2.2050067573e-01	-5.0590174417e-04
3.3884415614e-04	-2.2146077643e-01	2.1572208405e-01	2.2167471531e-01	2.5320134108e-04	-3.1746268689e-06	2.1641810448e-01	4.7502081468e-03	-2.1393888246e-04	-2.2046594294e-01	-4.8208155687e-04
3.4673685045e-04	-2.2146011355e-01	2.1571570635e-01	2.2165078603e-01	2.5909531931e-04	-3.1741086417e-06	2.1641183229e-01	4.7207630999e-03	-1.9067248152e-04	-2.2043012123e-01	-5.0545345923e-04
3.5481338923e-04	-2.2141522176e-01	2.1570962667e-01	2.2162648811e-01	2.6512640909e-04	-3.1735810069e-06	2.1640541424e-01	4.6908210605e-03	-2.1126635240e-04	-2.2039410057e-01	-4.8452120825e-04
3.6307805477e-04	-2.2140907000e-01	2.1570298076e-01	2.2160182063e-01	2.7129779584e-04	-3.1730439929e-06	2.1639884694e-01	4.6603780991e-03	-1.9275062844e-04	-2.2035701277e-01	-5.0311555140e-04
3.7153522910e-04	-2.2136631751e-01	2.1569657326e-01	2.2157678288e-01	2.7761273878e-04	-3.1724973439e-06	2.1639212693e-01	4.6294304744e-03	-2.1046537497e-04	-2.2031965874e-01	-4.8508829577e-04
3.8018939632e-04	-2.2135848965e-01	2.1568959951e-01	2.2155137446e-01	2.8407457262e-04	-3.1719410600e-06	2.1638525066e-01	4.5979746449e-03	-1.9288480786e-04	-2.2028123028e-01	-5.0276634306e-04
3.8904514499e-04	-2.2131501461e-01	2.1568289399e-01	2.2152559522e-01	2.9068670935e-04	-3.1713749422e-06	2.1637821452e-01	4.5660072826e-03	-2.1058061136e-04	-2.2024255852e-01	-4.8473991685e-04
3.9810717055e-04	-2.2130551101e-01	2.1567565203e-01	2.2149944535e-01	2.9745263995e-04	-3.1707990473e-06	2.1637101478e-01	4.5335252858e-03	-1.9393434029e-04	-2.2020283571e-01	-5.0142841397e-04
4.0738027780e-04	-2.2126322235e-01	2.1566852927e-01	2.2147292532e-01	3.0437593627e-04	-3.1702130769e-06	2.1636364765e-01	4.5005257933e-03	-2.0970297173e-04	-2.2016271464e-01	-4.8541540933e-04
4.1686938347e-04	-2.2125299953e-01	2.1566098928e-01	2.2144603595e-01	3.1146025285e-04	-3.1696171021e-06	2.1635610925e-01	4.4670061975e-03	-1.9303642195e-04	-2.2012165625e-01	-5.0208354369e-04
4.2657951880e-04	-2.2120999411e-01	2.1565359831e-01	2.2141877842e-01	3.1870932884e-04	-3.1690109097e-06	2.1634839560e-01	4.4329641597e-03	-2.0878430901e-04	-2.2008022445e-01	-4.8601298027e-04
4.3651583224e-04	-2.2119619667e-01	2.1564561129e-01	2.2139115423e-01	3.2612698996e-04	-3.1683945281e-06	2.1634050263e-01	4.3983976244e-03	-1.9495756156e-04	-2.2003767212e-01	-4.9993378199e-04
4.4668359215e-04	-2.2115438893e-01	2.1563789248e-01	2.2136316532e-01	3.3371715045e-04	-3.1677677157e-06	2.1633242619e-01	4.3633048344e-03	-2.0877639229e-04	-2.1999486178e-01	-4.8575730824e-04
4.5708818961e-04	-2.2113893287e-01	2.1562960744e-01	2.2133481398e-01	3.4148381516e-04	-3.1671305436e-06	2.1632416201e-01	4.3276843466e-03	-1.9588111328e-04	-2.1995095752e-01	-4.9867345527e-04
4.6773514129e-04	-2.2109928675e-01	2.1562138200e-01	2.2130610295e-01	3.4943108160e-04	-3.1664828128e-06	2.1631570574e-01	4.2915350473e-03	-2.0681620570e-04	-2.1990658408e-01	-4.8750753802e-04
4.7863009232e-04	-2.2108218402e-01	2.1561273932e-01	2.2127703538e-01	3.5756314204e-04	-3.1658245376e-06	2.1630705293e-01	4.2548561683e-03	-1.9485136457e-04	-2.1986126384e-01	-4.9946224286e-04
4.8977881937e-04	-2.2103994486e-01	2.1560421586e-01	2.2124761489e-01	3.6588428577e-04	-3.1651555048e-06	2.1629819902e-01	4.2176473039e-03	-2.0767003625e-04	-2.1981553285e-01	-4.8631312291e-04
5.0118723363e-04	-2.2102311836e-01	2.1559515595e-01	2.2121784557e-01	3.7439890124e-04	-3.1644758707e-06	2.1628913934e-01	4.1799084268e-03	-1.9472720639e-04	-2.1976873543e-01	-4.9925617956e-04
5.1286138399e-04	-2.2098021098e-01	2.1558612585e-01	2.2118773198e-01	3.8311147839e-04	-3.1637852942e-06	2.1627986912e-01	4.1416399054e-03	-2.0752100623e-04	-2.1972143819e-01	-4.8622226566e-04
5.2480746025e-04	-2.2096081914e-01	2.1557670832e-01	2.2115727923e-01	3.9202661096e-04	-3.1630840027e-06	2.1627038348e-01	4.1028425210e-03	-1.9646008306e-04	-2.1967322467e-01	-4.9721508444e-04
5.3703179637e-04	-2.2092012608e-01	2.1556726098e-01	2.2112649291e-01	4.0114899889e-04	-3.1623716268e-06	2.1626067743e-01	4.0635174850e-03	-2.0636683496e-04	-2.1962445372e-01	-4.8704961524e-04
