Time            	H2O             	CO              	OH              	H2              	COCO*           	H*              	CHO*            	H2O*            	CO*             	*               
0.0000000000e+00	-2.5372147165e+12	-9.1757125025e+10	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	2.5372147165e+12	9.1757125025e+10	-2.6289718415e+12
1.0000000000e-12	1.7326367860e+10	-6.0663255414e+10	6.4786723761e+01	2.0382049626e-10	4.6760088811e-01	6.4786314539e+01	4.0922103161e-04	-1.7326367924e+10	6.0663255413e+10	-4.3336887554e+10
1.0232929923e-12	1.7373791325e+10	-6.0570490285e+10	6.4690816403e+01	2.0902384247e-10	4.8789727654e-01	6.4690398394e+01	4.1800791520e-04	-1.7373791389e+10	6.0570490284e+10	-4.3196698961e+10
1.0471285481e-12	1.7408220347e+10	-6.0475858213e+10	6.4592446250e+01	2.1434039883e-10	5.0907964552e-01	6.4592019264e+01	4.2698557364e-04	-1.7408220412e+10	6.0475858212e+10	-4.3067637866e+10
1.0715193052e-12	1.7431076776e+10	-6.0379304081e+10	6.4491609531e+01	2.1977241413e-10	5.3118601430e-01	6.4491173373e+01	4.3615783558e-04	-1.7431076841e+10	6.0379304080e+10	-4.2948227305e+10
1.0964781961e-12	1.7444141996e+10	-6.0280768325e+10	6.4388311523e+01	2.2532216882e-10	5.5425597227e-01	6.4387865994e+01	4.4552859374e-04	-1.7444142061e+10	6.0280768323e+10	-4.2836626328e+10
1.1220184543e-12	1.7449092637e+10	-6.0180191846e+10	6.4282553992e+01	2.3099198060e-10	5.7833072894e-01	6.4282098889e+01	4.5510180135e-04	-1.7449092701e+10	6.0180191845e+10	-4.2731099209e+10
1.1481536215e-12	1.7447242364e+10	-6.0077518739e+10	6.4174328205e+01	2.3678420757e-10	6.0345316883e-01	6.4173863323e+01	4.6488147015e-04	-1.7447242428e+10	6.0077518738e+10	-4.2630276375e+10
1.1748975549e-12	1.7439563582e+10	-5.9972696061e+10	6.4063615523e+01	2.4270124809e-10	6.2966791354e-01	6.4063140651e+01	4.7487167059e-04	-1.7439563646e+10	5.9972696060e+10	-4.2533132479e+10
1.2022644346e-12	1.7426840345e+10	-5.9865672215e+10	6.3950391533e+01	2.4874553916e-10	6.5702138866e-01	6.3949906456e+01	4.8507653312e-04	-1.7426840409e+10	5.9865672214e+10	-4.2438831870e+10
1.2302687708e-12	1.7409774633e+10	-5.9756395826e+10	6.3834628919e+01	2.5491955518e-10	6.8556189195e-01	6.3834133418e+01	4.9550024910e-04	-1.7409774696e+10	5.9756395825e+10	-4.2346621194e+10
1.2589254118e-12	1.7388983710e+10	-5.9644815768e+10	6.3716297396e+01	2.6122580792e-10	7.1533966134e-01	6.3715791248e+01	5.0614707069e-04	-1.7388983774e+10	5.9644815767e+10	-4.2255832058e+10
1.2882495517e-12	1.7365046563e+10	-5.9530880676e+10	6.3595364963e+01	2.6766684597e-10	7.4640694574e-01	6.3594847941e+01	5.1702131115e-04	-1.7365046627e+10	5.9530880675e+10	-4.2165834113e+10
1.3182567386e-12	1.7338437904e+10	-5.9414539645e+10	6.3471796122e+01	2.7424525544e-10	7.7881807544e-01	6.3471267995e+01	5.2812734412e-04	-1.7338437967e+10	5.9414539643e+10	-4.2076101741e+10
1.3489628826e-12	1.7309529271e+10	-5.9295742219e+10	6.3345551913e+01	2.8096365975e-10	8.1262953584e-01	6.3345012443e+01	5.3946960337e-04	-1.7309529334e+10	5.9295742217e+10	-4.1986212948e+10
1.3803842646e-12	1.7278622752e+10	-5.9174438042e+10	6.3216590823e+01	2.8782471913e-10	8.4790004384e-01	6.3216039770e+01	5.5105258275e-04	-1.7278622815e+10	5.9174438040e+10	-4.1895815290e+10
1.4125375446e-12	1.7245949358e+10	-5.9050576875e+10	6.3084868753e+01	2.9483113037e-10	8.8469062547e-01	6.3084305872e+01	5.6288083583e-04	-1.7245949421e+10	5.9050576873e+10	-4.1804627517e+10
1.4454397707e-12	1.7211696311e+10	-5.8924108315e+10	6.2950339757e+01	3.0198562632e-10	9.2306469616e-01	6.2949764798e+01	5.7495897557e-04	-1.7211696374e+10	5.8924108313e+10	-4.1712412004e+10
1.4791083882e-12	1.7176022951e+10	-5.8794981633e+10	6.2812956481e+01	3.0929097535e-10	9.6308814274e-01	6.2812369189e+01	5.8729167395e-04	-1.7176023014e+10	5.8794981631e+10	-4.1618958682e+10
1.5135612484e-12	1.7139060202e+10	-5.8663145782e+10	6.2672670153e+01	3.1674998103e-10	1.0048294070e+00	6.2672070269e+01	5.9988366132e-04	-1.7139060265e+10	5.8663145780e+10	-4.1524085580e+10
1.5488166189e-12	1.7100907427e+10	-5.8528549445e+10	6.2529430509e+01	3.2436548169e-10	1.0483595712e+00	6.2528817768e+01	6.1273972562e-04	-1.7100907489e+10	5.8528549443e+10	-4.1427642019e+10
1.5848931925e-12	1.7061637716e+10	-5.8391140983e+10	6.2383185942e+01	3.3214034994e-10	1.0937524452e+00	6.2382560077e+01	6.2586471160e-04	-1.7061637778e+10	5.8391140980e+10	-4.1329503267e+10
1.6218100974e-12	1.7021303628e+10	-5.8250868382e+10	6.2233883672e+01	3.4007749202e-10	1.1410846561e+00	6.2233244408e+01	6.3926351995e-04	-1.7021303691e+10	5.8250868380e+10	-4.1229564754e+10
1.6595869074e-12	1.6979943408e+10	-5.8107679207e+10	6.2081469920e+01	3.4817984714e-10	1.1904357392e+00	6.2080816978e+01	6.5294110627e-04	-1.6979943471e+10	5.8107679204e+10	-4.1127735798e+10
1.6982436525e-12	1.6937582325e+10	-5.7961520588e+10	6.1925889962e+01	3.5645038680e-10	1.2418882310e+00	6.1925223058e+01	6.6690247995e-04	-1.6937582387e+10	5.7961520586e+10	-4.1023938263e+10
1.7378008287e-12	1.6894241015e+10	-5.7812339157e+10	6.1767088365e+01	3.6489211396e-10	1.2955277637e+00	6.1766407211e+01	6.8115270301e-04	-1.6894241077e+10	5.7812339155e+10	-4.0918098142e+10
1.7782794100e-12	1.6849930561e+10	-5.7660081105e+10	6.1605008872e+01	3.7350806232e-10	1.3514431609e+00	6.1604313175e+01	6.9569688862e-04	-1.6849930623e+10	5.7660081103e+10	-4.0810150544e+10
1.8197008586e-12	1.6804652098e+10	-5.7504692209e+10	6.1439594408e+01	3.8230129530e-10	1.4097265352e+00	6.1438883867e+01	7.1054019952e-04	-1.6804652160e+10	5.7504692206e+10	-4.0700040111e+10
1.8620871367e-12	1.6758404440e+10	-5.7346117763e+10	6.1270787301e+01	3.9127490517e-10	1.4704733880e+00	6.1270061612e+01	7.2568784656e-04	-1.6758404501e+10	5.7346117760e+10	-4.0587713324e+10
1.9054607180e-12	1.6711182610e+10	-5.7184302618e+10	6.1098529267e+01	4.0043201190e-10	1.5337827086e+00	6.1097788121e+01	7.4114508680e-04	-1.6711182671e+10	5.7184302615e+10	-4.0473120008e+10
1.9498445998e-12	1.6662977909e+10	-5.7019191197e+10	6.0922761429e+01	4.0977576205e-10	1.5997570767e+00	6.0922004511e+01	7.5691722159e-04	-1.6662977970e+10	5.7019191194e+10	-4.0356213288e+10
1.9952623150e-12	1.6613779184e+10	-5.6850727507e+10	6.0743424380e+01	4.1930932749e-10	1.6685027642e+00	6.0742651370e+01	7.7300959443e-04	-1.6613779245e+10	5.6850727504e+10	-4.0236948324e+10
2.0417379447e-12	1.6563573898e+10	-5.6678855151e+10	6.0560458232e+01	4.2903590413e-10	1.7401298386e+00	6.0559668803e+01	7.8942758879e-04	-1.6563573959e+10	5.6678855148e+10	-4.0115281253e+10
2.0892961309e-12	1.6512348403e+10	-5.6503517348e+10	6.0373802651e+01	4.3895871042e-10	1.8147522677e+00	6.0372996473e+01	8.0617662559e-04	-1.6512348463e+10	5.6503517345e+10	-3.9991168945e+10
2.1379620895e-12	1.6460088567e+10	-5.6324656956e+10	6.0183396904e+01	4.4908098591e-10	1.8924880239e+00	6.0182573641e+01	8.2326216078e-04	-1.6460088627e+10	5.6324656952e+10	-3.9864568390e+10
2.1877616239e-12	1.6406779338e+10	-5.6142216504e+10	5.9989179878e+01	4.5940598958e-10	1.9734591895e+00	5.9988339188e+01	8.4068968246e-04	-1.6406779398e+10	5.6142216500e+10	-3.9735437166e+10
2.2387211386e-12	1.6352404880e+10	-5.5956138224e+10	5.9791090115e+01	4.6993699811e-10	2.0577920612e+00	5.9790231650e+01	8.5846470789e-04	-1.6352404940e+10	5.5956138220e+10	-3.9603733344e+10
2.2908676528e-12	1.6296948879e+10	-5.5766364079e+10	5.9589065857e+01	4.8067730397e-10	2.1456172555e+00	5.9588189264e+01	8.7659278034e-04	-1.6296948938e+10	5.5766364075e+10	-3.9469415200e+10
2.3442288153e-12	1.6240394756e+10	-5.5572835797e+10	5.9383045088e+01	4.9163021349e-10	2.2370698129e+00	5.9382150007e+01	8.9507946574e-04	-1.6240394815e+10	5.5572835793e+10	-3.9332441042e+10
2.3988329190e-12	1.6182725746e+10	-5.5375494910e+10	5.9172965576e+01	5.0279904468e-10	2.3322893014e+00	5.9172051645e+01	9.1393034900e-04	-1.6182725805e+10	5.5375494905e+10	-3.9192769164e+10
2.4547089157e-12	1.6123924981e+10	-5.5174282787e+10	5.8958764917e+01	5.1418712520e-10	2.4314199205e+00	5.8957831765e+01	9.3315103048e-04	-1.6123925040e+10	5.5174282782e+10	-3.9050357806e+10
2.5118864315e-12	1.6063975466e+10	-5.4969140679e+10	5.8740380577e+01	5.2579778985e-10	2.5346106022e+00	5.8739427829e+01	9.5274712186e-04	-1.6063975525e+10	5.4969140674e+10	-3.8905165213e+10
2.5703957828e-12	1.6002860116e+10	-5.4760009768e+10	5.8517749943e+01	5.3763437813e-10	2.6420151103e+00	5.8516777218e+01	9.7272424185e-04	-1.6002860174e+10	5.4760009762e+10	-3.8757149652e+10
2.6302679919e-12	1.5940561794e+10	-5.4546831204e+10	5.8290810371e+01	5.4970023159e-10	2.7537921387e+00	5.8289817282e+01	9.9308801177e-04	-1.5940561852e+10	5.4546831198e+10	-3.8606269410e+10
2.6915348039e-12	1.5877063344e+10	-5.4329546164e+10	5.8059499240e+01	5.6199869101e-10	2.8701054055e+00	5.8058485395e+01	1.0138440507e-03	-1.5877063402e+10	5.4329546159e+10	-3.8452482821e+10
2.7542287033e-12	1.5812347616e+10	-5.4108095901e+10	5.7823754012e+01	5.7453309347e-10	2.9911237455e+00	5.7822719013e+01	1.0349979705e-03	-1.5812347674e+10	5.4108095895e+10	-3.8295748285e+10
2.8183829313e-12	1.5746397498e+10	-5.3882421795e+10	5.7583512285e+01	5.8730676926e-10	3.1170211989e+00	5.7582455728e+01	1.0565553707e-03	-1.5746397555e+10	5.3882421789e+10	-3.8136024297e+10
2.8840315031e-12	1.5679195926e+10	-5.3652465416e+10	5.7338711857e+01	6.0032303871e-10	3.2479770961e+00	5.7337633333e+01	1.0785218327e-03	-1.5679195984e+10	5.3652465410e+10	-3.7973269490e+10
2.9512092267e-12	1.5610725907e+10	-5.3418168582e+10	5.7089290790e+01	6.1358520872e-10	3.3841761380e+00	5.7088189885e+01	1.1009029144e-03	-1.5610725965e+10	5.3418168576e+10	-3.7807442675e+10
3.0199517204e-12	1.5540970534e+10	-5.3179473424e+10	5.6835187478e+01	6.2709656919e-10	3.5258084707e+00	5.6834063773e+01	1.1237041438e-03	-1.5540970590e+10	5.3179473417e+10	-3.7638502890e+10
3.0902954325e-12	1.5469913006e+10	-5.2936322449e+10	5.6576340722e+01	6.4086038924e-10	3.6730697545e+00	5.6575193789e+01	1.1469310126e-03	-1.5469913062e+10	5.2936322442e+10	-3.7466409444e+10
3.1622776602e-12	1.5397536655e+10	-5.2688658618e+10	5.6312689796e+01	6.5487991331e-10	3.8261612272e+00	5.6311519206e+01	1.1705889697e-03	-1.5397536712e+10	5.2688658611e+10	-3.7291121963e+10
3.2359365693e-12	1.5323824967e+10	-5.2436425412e+10	5.6044174534e+01	6.6915835701e-10	3.9852897594e+00	5.6042979850e+01	1.1946834140e-03	-1.5323825023e+10	5.2436425404e+10	-3.7112600445e+10
3.3113112148e-12	1.5248761599e+10	-5.2179566910e+10	5.5770735408e+01	6.8369890283e-10	4.1506679029e+00	5.5769516186e+01	1.2192196872e-03	-1.5248761655e+10	5.2179566902e+10	-3.6930805311e+10
3.3884415614e-12	1.5172330409e+10	-5.1918027873e+10	5.5492313610e+01	6.9850469561e-10	4.3225139293e+00	5.5491069405e+01	1.2442030660e-03	-1.5172330464e+10	5.1918027865e+10	-3.6745697465e+10
3.4673685045e-12	1.5094515476e+10	-5.1651753824e+10	5.5208851147e+01	7.1357883792e-10	4.5010518605e+00	5.5207581507e+01	1.2696387544e-03	-1.5094515531e+10	5.1651753815e+10	-3.6557238348e+10
3.5481338923e-12	1.5015301129e+10	-5.1380691135e+10	5.4920290930e+01	7.2892438507e-10	4.6865114882e+00	5.4918995396e+01	1.2955318751e-03	-1.5015301184e+10	5.1380691126e+10	-3.6365390006e+10
3.6307805477e-12	1.4934671971e+10	-5.1104787120e+10	5.4626576870e+01	7.4454434008e-10	4.8791283818e+00	5.4625254982e+01	1.3218874609e-03	-1.4934672025e+10	5.1104787110e+10	-3.6170115149e+10
3.7153522910e-12	1.4852612907e+10	-5.0823990126e+10	5.4327653983e+01	7.6044164834e-10	5.0791438853e+00	5.4326305271e+01	1.3487104459e-03	-1.4852612961e+10	5.0823990116e+10	-3.5971377219e+10
3.8018939632e-12	1.4769109174e+10	-5.0538249635e+10	5.4023468489e+01	7.7661919211e-10	5.2868051003e+00	5.4022092482e+01	1.3760056559e-03	-1.4769109228e+10	5.0538249624e+10	-3.5769140461e+10
3.8904514499e-12	1.4684146369e+10	-5.0247516364e+10	5.3713967922e+01	7.9307978477e-10	5.5023648549e+00	5.3712564143e+01	1.4037777986e-03	-1.4684146423e+10	5.0247516353e+10	-3.5563369994e+10
3.9810717055e-12	1.4597710483e+10	-4.9951742370e+10	5.3399101246e+01	8.0982616490e-10	5.7260816580e+00	5.3397669213e+01	1.4320314537e-03	-1.4597710536e+10	4.9951742359e+10	-3.5354031887e+10
4.0738027780e-12	1.4509787928e+10	-4.9650881162e+10	5.3078818968e+01	8.2686099008e-10	5.9582196365e+00	5.3077358195e+01	1.4607710622e-03	-1.4509787981e+10	4.9650881150e+10	-3.5141093234e+10
4.1686938347e-12	1.4420365575e+10	-4.9344887811e+10	5.2753073259e+01	8.4418683052e-10	6.1990484559e+00	5.2751583257e+01	1.4900009159e-03	-1.4420365628e+10	4.9344887799e+10	-3.4924522236e+10
4.2657951880e-12	1.4329430786e+10	-4.9033719073e+10	5.2421818084e+01	8.6180616246e-10	6.4488432217e+00	5.2420298357e+01	1.5197251458e-03	-1.4329430838e+10	4.9033719060e+10	-3.4704288287e+10
4.3651583224e-12	1.4236971450e+10	-4.8717333506e+10	5.2085009324e+01	8.7972136129e-10	6.7078843613e+00	5.2083459374e+01	1.5499477106e-03	-1.4236971502e+10	4.8717333492e+10	-3.4480362055e+10
4.4668359215e-12	1.4142976021e+10	-4.8395691595e+10	5.1742604916e+01	8.9793469456e-10	6.9764574847e+00	5.1741024241e+01	1.5806723847e-03	-1.4142976072e+10	4.8395691581e+10	-3.4252715574e+10
4.5708818961e-12	1.4047433551e+10	-4.8068755887e+10	5.1394564987e+01	9.1644831460e-10	7.2548532226e+00	5.1392953083e+01	1.6119027461e-03	-1.4047433603e+10	4.8068755873e+10	-3.4021322336e+10
4.6773514129e-12	1.3950333738e+10	-4.7736491120e+10	5.1040852000e+01	9.3526425111e-10	7.5433670418e+00	5.1039208356e+01	1.6436421631e-03	-1.3950333789e+10	4.7736491105e+10	-3.3786157382e+10
4.7863009232e-12	1.3851666955e+10	-4.7398864360e+10	5.0681430896e+01	9.5438440335e-10	7.8422990340e+00	5.0679755000e+01	1.6758937815e-03	-1.3851667006e+10	4.7398864345e+10	-3.3547197405e+10
4.8977881937e-12	1.3751424303e+10	-4.7055845147e+10	5.0316269246e+01	9.7381053221e-10	8.1519536801e+00	5.0314560584e+01	1.7086605112e-03	-1.3751424353e+10	4.7055845131e+10	-3.3304420845e+10
5.0118723363e-12	1.3649597642e+10	-4.6707405637e+10	4.9945337410e+01	9.9354425205e-10	8.4726395850e+00	4.9943595463e+01	1.7419450120e-03	-1.3649597692e+10	4.6707405620e+10	-3.3057807994e+10
5.1286138399e-12	1.3546179646e+10	-4.6353520749e+10	4.9568608690e+01	1.0135870223e-09	8.8046691845e+00	4.9566832938e+01	1.7757496795e-03	-1.3546179695e+10	4.6353520732e+10	-3.2807341104e+10
5.2480746025e-12	1.3441163837e+10	-4.5994168326e+10	4.9186059495e+01	1.0339401387e-09	9.1483584212e+00	4.9184249416e+01	1.8100766305e-03	-1.3441163886e+10	4.5994168307e+10	-3.2553004489e+10
5.3703179637e-12	1.3334544638e+10	-4.5629329281e+10	4.8797669510e+01	1.0546047250e-09	9.5040263885e+00	4.8795824580e+01	1.8449276881e-03	-1.3334544687e+10	4.5629329262e+10	-3.2294784643e+10
5.4954087386e-12	1.3226317418e+10	-4.5258987768e+10	4.8403421862e+01	1.0755817231e-09	9.8719949413e+00	4.8401541555e+01	1.8803043662e-03	-1.3226317467e+10	4.5258987748e+10	-3.2032670350e+10
5.6234132519e-12	1.3116478540e+10	-4.4883131338e+10	4.8003303300e+01	1.0968718847e-09	1.0252588272e+01	4.8001387090e+01	1.9162078538e-03	-1.3116478588e+10	4.4883131317e+10	-3.1766652798e+10
5.7543993734e-12	1.3005025407e+10	-4.4501751108e+10	4.7597304369e+01	1.1184757614e-09	1.0646132450e+01	4.7595351728e+01	1.9526389994e-03	-1.3005025455e+10	4.4501751086e+10	-3.1496725700e+10
5.8884365536e-12	1.2891956516e+10	-4.4114841933e+10	4.7185419591e+01	1.1403936952e-09	1.1052954926e+01	4.7183429991e+01	1.9895982945e-03	-1.2891956563e+10	4.4114841911e+10	-3.1222885417e+10
6.0255958607e-12	1.2777271506e+10	-4.3722402579e+10	4.6767647652e+01	1.1626258089e-09	1.1473383993e+01	4.6765620564e+01	2.0270858571e-03	-1.2777271553e+10	4.3722402556e+10	-3.0945131073e+10
6.1659500186e-12	1.2660971210e+10	-4.3324435897e+10	4.6343991587e+01	1.1851719961e-09	1.1907748214e+01	4.6341926483e+01	2.0651014148e-03	-1.2660971257e+10	4.3324435873e+10	-3.0663464686e+10
6.3095734448e-12	1.2543057708e+10	-4.2920949001e+10	4.5914458969e+01	1.2080319113e-09	1.2356375801e+01	4.5912355322e+01	2.1036442880e-03	-1.2543057754e+10	4.2920948976e+10	-3.0377891293e+10
6.4565422903e-12	1.2423534377e+10	-4.2511953452e+10	4.5479062106e+01	1.2312049595e-09	1.2819593959e+01	4.5476919390e+01	2.1427133724e-03	-1.2423534423e+10	4.2511953426e+10	-3.0088419074e+10
6.6069344801e-12	1.2302405949e+10	-4.2097465437e+10	4.5037818231e+01	1.2546902861e-09	1.3297728183e+01	4.5035635921e+01	2.1823071217e-03	-1.2302405995e+10	4.2097465411e+10	-2.9795059488e+10
6.7608297539e-12	1.2179678561e+10	-4.1677505958e+10	4.4590749698e+01	1.2784867666e-09	1.3791101509e+01	4.4588527272e+01	2.2224235297e-03	-1.2179678605e+10	4.1677505930e+10	-2.9497827397e+10
6.9183097092e-12	1.2055359809e+10	-4.1252101011e+10	4.4137884184e+01	1.3025929959e-09	1.4300033729e+01	4.4135621121e+01	2.2630601132e-03	-1.2055359853e+10	4.1252100982e+10	-2.9196741202e+10
7.0794578438e-12	1.1929458807e+10	-4.0821281778e+10	4.3679254883e+01	1.3270072783e-09	1.4824840546e+01	4.3676950667e+01	2.3042138935e-03	-1.1929458850e+10	4.0821281748e+10	-2.8891822971e+10
7.2443596007e-12	1.1801986236e+10	-4.0385084811e+10	4.3214900708e+01	1.3517276164e-09	1.5365832698e+01	4.3212554824e+01	2.3458813789e-03	-1.1801986279e+10	4.0385084780e+10	-2.8583098575e+10
7.4131024130e-12	1.1672954403e+10	-3.9943552223e+10	4.2744866489e+01	1.3767517008e-09	1.5923315029e+01	4.2742478427e+01	2.3880585468e-03	-1.1672954445e+10	3.9943552191e+10	-2.8270597821e+10
7.5857757503e-12	1.1542377293e+10	-3.9496731870e+10	4.2269203170e+01	1.4020768999e-09	1.6497585508e+01	4.2266772427e+01	2.4307408255e-03	-1.1542377335e+10	3.9496731837e+10	-2.7954354578e+10
7.7624711663e-12	1.1410270625e+10	-3.9044677541e+10	4.1787968014e+01	1.4277002490e-09	1.7088934214e+01	4.1785494088e+01	2.4739230772e-03	-1.1410270667e+10	3.9044677507e+10	-2.7634406916e+10
7.9432823472e-12	1.1276651906e+10	-3.8587449138e+10	4.1301224790e+01	1.4536184402e-09	1.7697642265e+01	4.1298707188e+01	2.5175995794e-03	-1.1276651947e+10	3.8587449103e+10	-2.7310797233e+10
8.1283051616e-12	1.1141540482e+10	-3.8125112866e+10	4.0809043975e+01	1.4798278121e-09	1.8323980705e+01	4.0806482208e+01	2.5617640082e-03	-1.1141540522e+10	3.8125112829e+10	-2.6983572384e+10
8.3176377110e-12	1.1004957592e+10	-3.7657741404e+10	4.0311502941e+01	1.5063243395e-09	1.8968209349e+01	4.0308896528e+01	2.6064094208e-03	-1.1004957633e+10	3.7657741366e+10	-2.6652783811e+10
8.5113803820e-12	1.0866926423e+10	-3.7185414088e+10	3.9808686145e+01	1.5331036237e-09	1.9630575579e+01	3.9806034614e+01	2.6515282387e-03	-1.0866926463e+10	3.7185414049e+10	-2.6318487665e+10
8.7096358996e-12	1.0727472154e+10	-3.6708217083e+10	3.9300685313e+01	1.5601608829e-09	2.0311313102e+01	3.9297988198e+01	2.6971122311e-03	-1.0727472193e+10	3.6708217042e+10	-2.5980744929e+10
8.9125093813e-12	1.0586622010e+10	-3.6226243548e+10	3.8787599619e+01	1.5874909423e-09	2.1010640666e+01	3.8784856463e+01	2.7431524990e-03	-1.0586622048e+10	3.6226243506e+10	-2.5639621538e+10
9.1201083936e-12	1.0444405307e+10	-3.5739593801e+10	3.8269535856e+01	1.6150882254e-09	2.1728760739e+01	3.8266746214e+01	2.7896394596e-03	-1.0444405345e+10	3.5739593758e+10	-2.5295188495e+10
9.3325430080e-12	1.0300853500e+10	-3.5248375477e+10	3.7746608607e+01	1.6429467452e-09	2.2465858151e+01	3.7743772041e+01	2.8365628310e-03	-1.0300853537e+10	3.5248375432e+10	-2.4947521977e+10
9.5499258602e-12	1.0156000224e+10	-3.4752703673e+10	3.7218940399e+01	1.6710600955e-09	2.3222098702e+01	3.7216056484e+01	2.8839116188e-03	-1.0156000261e+10	3.4752703626e+10	-2.4596703449e+10
9.7723722096e-12	1.0009881339e+10	-3.4252701093e+10	3.6686661856e+01	1.6994214432e-09	2.3997627747e+01	3.6683730178e+01	2.9316741017e-03	-1.0009881376e+10	3.4252701045e+10	-2.4242819754e+10
1.0000000000e-11	9.8625349640e+09	-3.3748498178e+10	3.6149911840e+01	1.7280235210e-09	2.4792568742e+01	3.6146931999e+01	2.9798378192e-03	-9.8625350002e+09	3.3748498129e+10	-2.3885963214e+10
1.0232929923e-11	9.7140015161e+09	-3.3240233233e+10	3.5608837583e+01	1.7568586202e-09	2.5607021785e+01	3.5605809190e+01	3.0283895601e-03	-9.7140015517e+09	3.3240233182e+10	-2.3526231717e+10
1.0471285481e-11	9.5643237423e+09	-3.2728052531e+10	3.5063594802e+01	1.7859185847e-09	2.6441062126e+01	3.5060517483e+01	3.0773153515e-03	-9.5643237774e+09	3.2728052479e+10	-2.3163728789e+10
1.0715193052e-11	9.4135467489e+09	-3.2212110422e+10	3.4514347808e+01	1.8151948053e-09	2.7294738671e+01	3.4511221204e+01	3.1266004494e-03	-9.4135467834e+09	3.2212110368e+10	-2.2798563674e+10
1.0964781961e-11	9.2617180264e+09	-3.1692569414e+10	3.3961269600e+01	1.8446782151e-09	2.8168072481e+01	3.3958093367e+01	3.1762293302e-03	-9.2617180604e+09	3.1692569357e+10	-2.2430851387e+10
1.1220184543e-11	9.1088874715e+09	-3.1169600246e+10	3.3404541940e+01	1.8743592848e-09	2.9061055269e+01	3.3401315750e+01	3.2261856841e-03	-9.1088875049e+09	3.1169600188e+10	-2.2060712774e+10
1.1481536215e-11	8.9551074037e+09	-3.0643381950e+10	3.2844355416e+01	1.9042280203e-09	2.9973647899e+01	3.2841078959e+01	3.2764524092e-03	-8.9551074366e+09	3.0643381890e+10	-2.1688274547e+10
1.1748975549e-11	8.8004325775e+09	-3.0114101891e+10	3.2280909486e+01	1.9342739597e-09	3.0905778907e+01	3.2277582470e+01	3.3270116076e-03	-8.8004326098e+09	3.0114101829e+10	-2.1313669314e+10
1.2022644346e-11	8.6449201896e+09	-2.9581955789e+10	3.1714412505e+01	1.9644861725e-09	3.1857343040e+01	3.1711034656e+01	3.3778445833e-03	-8.6449202213e+09	2.9581955725e+10	-2.0937035599e+10
1.2302687708e-11	8.4886298804e+09	-2.9047147726e+10	3.1145081730e+01	1.9948532589e-09	3.2828199817e+01	3.1141652795e+01	3.4289318413e-03	-8.4886299115e+09	2.9047147661e+10	-2.0558517846e+10
1.2589254118e-11	8.3316237304e+09	-2.8509890136e+10	3.0573143307e+01	2.0253633509e-09	3.3818172137e+01	3.0569663050e+01	3.4802530890e-03	-8.3316237610e+09	2.8509890069e+10	-2.0178266406e+10
1.2882495517e-11	8.1739662497e+09	-2.7970403765e+10	2.9998832232e+01	2.0560041143e-09	3.4827044933e+01	2.9995300440e+01	3.5317872399e-03	-8.1739662797e+09	2.7970403695e+10	-1.9796437515e+10
1.3182567386e-11	8.0157243613e+09	-2.7428917615e+10	2.9422392289e+01	2.0867627520e-09	3.5854563873e+01	2.9418808772e+01	3.5835124185e-03	-8.0157243907e+09	2.7428917544e+10	-1.9413193254e+10
1.3489628826e-11	7.8569673780e+09	-2.6885668868e+10	2.8844075970e+01	2.1176260083e-09	3.6900434141e+01	2.8840440560e+01	3.6354059683e-03	-7.8569674068e+09	2.6885668794e+10	-1.9028701490e+10
1.3803842646e-11	7.6977669717e+09	-2.6340902777e+10	2.8264144360e+01	2.1485801752e-09	3.7964319281e+01	2.8260456912e+01	3.6874444615e-03	-7.6977669999e+09	2.6340902701e+10	-1.8643135805e+10
1.4125375446e-11	7.5381971353e+09	-2.5794872537e+10	2.7682866999e+01	2.1796110997e-09	3.9045840139e+01	2.7679127391e+01	3.7396037118e-03	-7.5381971630e+09	2.5794872459e+10	-1.8256675402e+10
1.4454397707e-11	7.3783341373e+09	-2.5247839131e+10	2.7100521715e+01	2.2107041924e-09	4.0144573896e+01	2.7096729852e+01	3.7918587891e-03	-7.3783341644e+09	2.5247839050e+10	-1.7869504993e+10
1.4791083882e-11	7.2182564673e+09	-2.4700071141e+10	2.6517394429e+01	2.2418444386e-09	4.1260053213e+01	2.6513550240e+01	3.8441840370e-03	-7.2182564938e+09	2.4700071058e+10	-1.7481814673e+10
1.5135612484e-11	7.0580447744e+09	-2.4151844539e+10	2.5933778927e+01	2.2730164096e-09	4.2391765496e+01	2.5929882370e+01	3.8965530934e-03	-7.0580448003e+09	2.4151844454e+10	-1.7093799765e+10
1.5488166189e-11	6.8977817958e+09	-2.3603442444e+10	2.5349976603e+01	2.3042042772e-09	4.3539152293e+01	2.5346027660e+01	3.9489389138e-03	-6.8977818211e+09	2.3603442356e+10	-1.6705660648e+10
1.5848931925e-11	6.7375522766e+09	-2.3055154843e+10	2.4766296165e+01	2.3353918288e-09	4.4701608834e+01	2.4762294846e+01	4.0013137971e-03	-6.7375523014e+09	2.3055154753e+10	-1.6317602566e+10
1.6218100974e-11	6.5774428813e+09	-2.2507278292e+10	2.4183053310e+01	2.3665624846e-09	4.5878483729e+01	2.4178999656e+01	4.0536494150e-03	-6.5774429055e+09	2.2507278200e+10	-1.5929835411e+10
